scenario,seed,round,candidate_id,candidate_source,generation_round,validation_status,fallback_used,fallback_reason,rejection_reason,selection_score,min_recovery_ratio,critical_load_recovery_ratio,safety_capacity_index,mean_progress_delta_eval,wait_hold_usage_eval
standard_moderate,42,2,r2_fixed_global_anchor,fixed_global_safety_anchor,2,valid,True,fixed_global_anchor,generated_not_competitive_vs_baseline_tolerance,0.3410723575368804,0.6978997886180878,0.8352493445078532,0.7057882431057072,0.00668047492702802,0.0872093023255814
standard_moderate,42,2,r2_backstop,deterministic_safe_backstop,2,valid,True,deterministic_safe_backstop,constraint_violation_not_allowed|invalid_action_not_allowed,0.4156746920482679,0.6169911126295725,0.8392137587070465,0.7534217049678166,0.0027405245850483577,0.16964285714285715
standard_moderate,42,3,r3_c1,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,42,3,r3_c2,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,42,3,r3_feedback_refined,feedback_refined_candidate,2,valid,True,carried_forward_previous_best,,0.41554063067270147,0.6127754549185435,0.8742394149303436,0.7549530210409969,0.003208307951104407,0.1615720524017467
standard_moderate,42,3,r3_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.41554063067270147,0.6127754549185435,0.8742394149303436,0.7549530210409969,0.003208307951104407,0.1615720524017467
standard_moderate,42,3,r3_anchor,deterministic_safe_anchor,3,valid,True,deterministic_safe_anchor,no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.26235519305864974,0.6602442761262258,0.794998029867808,0.7093348070979117,0.0027937129139900207,0.1375
standard_moderate,42,3,r3_fixed_global_anchor,fixed_global_safety_anchor,3,valid,True,fixed_global_anchor,no_final_progress_and_not_late_stage|generated_not_competitive_vs_baseline_tolerance,0.26235519305864974,0.6602442761262258,0.794998029867808,0.7093348070979117,0.0027937129139900207,0.1375
standard_moderate,42,3,r3_backstop,deterministic_safe_backstop,3,valid,True,deterministic_safe_backstop,constraint_violation_not_allowed|invalid_action_not_allowed,0.45767632770056677,0.6169911126295725,0.8402755856513977,0.752467586822582,0.003372685280111101,0.1717171717171717
standard_moderate,43,1,r1_c1,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,43,1,r1_c2,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,43,1,r1_anchor,deterministic_safe_anchor,1,valid,True,deterministic_safe_anchor,constraint_violation_not_allowed|invalid_action_not_allowed,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.7513828987876574,0.002259233593940735,0.18333333333333332
standard_moderate,43,1,r1_fixed_global_anchor,fixed_global_safety_anchor,1,valid,True,fixed_global_anchor,,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.7513828987876574,0.002259233593940735,0.18333333333333332
standard_moderate,43,1,r1_backstop,deterministic_safe_backstop,1,valid,True,deterministic_safe_backstop,constraint_violation_not_allowed|invalid_action_not_allowed,0.3694254534191901,0.6871100465456644,0.8392307758331299,0.722354881052917,0.0033301722846533124,0.1016949152542373
standard_moderate,43,2,r2_c1,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,43,2,r2_c2,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,43,2,r2_feedback_refined,feedback_refined_candidate,1,valid,True,carried_forward_previous_best,,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.7513828987876574,0.002259233593940735,0.18333333333333332
standard_moderate,43,2,r2_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.7513828987876574,0.002259233593940735,0.18333333333333332
standard_moderate,43,2,r2_anchor,deterministic_safe_anchor,2,valid,True,deterministic_safe_anchor,constraint_violation_not_allowed|invalid_action_not_allowed,0.29944642360972146,0.7035500804583231,0.8188544511795044,0.6688880977011467,0.006749496608972549,0.0
standard_moderate,43,2,r2_fixed_global_anchor,fixed_global_safety_anchor,2,valid,True,fixed_global_anchor,generated_not_competitive_vs_baseline_tolerance,0.29944642360972146,0.7035500804583231,0.8188544511795044,0.6688880977011467,0.006749496608972549,0.0
standard_moderate,43,2,r2_backstop,deterministic_safe_backstop,2,valid,True,deterministic_safe_backstop,constraint_violation_not_allowed|invalid_action_not_allowed,0.44726037960324344,0.6127754549185435,0.8601856827735901,0.7577899193190072,0.0033481897876473233,0.16901408450704225
standard_moderate,43,3,r3_c1,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,43,3,r3_c2,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,43,3,r3_feedback_refined,feedback_refined_candidate,2,valid,True,carried_forward_previous_best,,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.7513828987876574,0.002259233593940735,0.18333333333333332
standard_moderate,43,3,r3_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.7513828987876574,0.002259233593940735,0.18333333333333332
standard_moderate,43,3,r3_anchor,deterministic_safe_anchor,3,valid,True,deterministic_safe_anchor,constraint_violation_not_allowed|invalid_action_not_allowed,0.2666850162943204,0.6588346461455027,0.838554302851359,0.7415861321489016,0.002452225238084793,0.16666666666666666
standard_moderate,43,3,r3_fixed_global_anchor,fixed_global_safety_anchor,3,valid,True,fixed_global_anchor,generated_not_competitive_vs_baseline_tolerance,0.2666850162943204,0.6588346461455027,0.838554302851359,0.7415861321489016,0.002452225238084793,0.16666666666666666
standard_moderate,43,3,r3_backstop,deterministic_safe_backstop,3,valid,True,deterministic_safe_backstop,constraint_violation_not_allowed|invalid_action_not_allowed,0.36204947406326243,0.6937722762425741,0.8309308091799418,0.7136460798978804,0.0033524859087919103,0.06956521739130435
standard_moderate,44,1,r1_c1,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,44,1,r1_c2,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,44,1,r1_anchor,deterministic_safe_anchor,1,valid,True,deterministic_safe_anchor,constraint_violation_not_allowed|invalid_action_not_allowed,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.7479068649890215,0.003050484683042691,0.1735159817351598
standard_moderate,44,1,r1_fixed_global_anchor,fixed_global_safety_anchor,1,valid,True,fixed_global_anchor,,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.7479068649890215,0.003050484683042691,0.1735159817351598
standard_moderate,44,1,r1_backstop,deterministic_safe_backstop,1,valid,True,deterministic_safe_backstop,constraint_violation_not_allowed|invalid_action_not_allowed,0.3992193762130207,0.625460704167684,0.8573367695013682,0.7556457824508348,0.004357481996218364,0.18888888888888888
standard_moderate,44,2,r2_c1,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,44,2,r2_c2,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,44,2,r2_feedback_refined,feedback_refined_candidate,1,valid,True,carried_forward_previous_best,,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.7479068649890215,0.003050484683042691,0.1735159817351598
standard_moderate,44,2,r2_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.7479068649890215,0.003050484683042691,0.1735159817351598
standard_moderate,44,2,r2_anchor,deterministic_safe_anchor,2,valid,True,deterministic_safe_anchor,constraint_violation_not_allowed|invalid_action_not_allowed,0.42781602927802825,0.6169911126295725,0.865758885939916,0.7575988631356845,0.0029457628088811615,0.17272727272727273
standard_moderate,44,2,r2_fixed_global_anchor,fixed_global_safety_anchor,2,valid,True,fixed_global_anchor,,0.42781602927802825,0.6169911126295725,0.865758885939916,0.7575988631356845,0.0029457628088811615,0.17272727272727273
standard_moderate,44,2,r2_backstop,deterministic_safe_backstop,2,valid,True,deterministic_safe_backstop,resource_sustainability_collapse|constraint_violation_not_allowed|invalid_action_not_allowed,0.38214882325974625,0.7168033421039581,0.8142321606477102,0.6946859553748486,0.003961867636508001,0.0
standard_moderate,44,3,r3_c1,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,44,3,r3_c2,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
standard_moderate,44,3,r3_feedback_refined,feedback_refined_candidate,2,valid,True,carried_forward_previous_best,,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.7479068649890215,0.003050484683042691,0.1735159817351598
standard_moderate,44,3,r3_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.7479068649890215,0.003050484683042691,0.1735159817351598
standard_moderate,44,3,r3_anchor,deterministic_safe_anchor,3,valid,True,deterministic_safe_anchor,constraint_violation_not_allowed|invalid_action_not_allowed,0.3957119744434311,0.6172130008538564,0.8437196910381317,0.7336948632148274,0.0030370035632090136,0.17105263157894737
standard_moderate,44,3,r3_fixed_global_anchor,fixed_global_safety_anchor,3,valid,True,fixed_global_anchor,generated_not_competitive_vs_baseline_tolerance,0.3957119744434311,0.6172130008538564,0.8437196910381317,0.7336948632148274,0.0030370035632090136,0.17105263157894737
standard_moderate,44,3,r3_backstop,deterministic_safe_backstop,3,valid,True,deterministic_safe_backstop,constraint_violation_not_allowed|invalid_action_not_allowed,0.40602846761905786,0.6531327962875366,0.8465964794158936,0.7525838179247719,0.0031125078598658244,0.16964285714285715
resource_moderate,42,1,r1_c1,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,42,1,r1_c2,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,42,1,r1_anchor,deterministic_safe_anchor,1,valid,True,deterministic_safe_anchor,no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.19719585433602335,0.42640314996242523,0.7972865700721741,0.6532914020121097,0.001169772818684578,0.24166666666666667
resource_moderate,42,1,r1_fixed_global_anchor,fixed_global_safety_anchor,1,valid,True,fixed_global_anchor,,0.19719585433602335,0.42640314996242523,0.7972865700721741,0.6532914020121097,0.001169772818684578,0.24166666666666667
resource_moderate,42,1,r1_backstop,deterministic_safe_backstop,1,valid,True,deterministic_safe_backstop,,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.8244499415159225,0.004767328252394994,0.35
resource_moderate,42,2,r2_c1,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,42,2,r2_c2,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,42,2,r2_feedback_refined,feedback_refined_candidate,1,valid,True,carried_forward_previous_best,,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.8244499415159225,0.004767328252394994,0.35
resource_moderate,42,2,r2_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.8244499415159225,0.004767328252394994,0.35
resource_moderate,42,2,r2_anchor,deterministic_safe_anchor,2,valid,True,deterministic_safe_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|constraint_violation_not_allowed|invalid_action_not_allowed,0.19187351869543395,0.41111109654108685,0.776678224404653,0.643226262331009,0.0008134577423334123,0.225
resource_moderate,42,2,r2_fixed_global_anchor,fixed_global_safety_anchor,2,valid,True,fixed_global_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|generated_not_competitive_vs_baseline_tolerance,0.19187351869543395,0.41111109654108685,0.776678224404653,0.643226262331009,0.0008134577423334123,0.225
resource_moderate,42,2,r2_backstop,deterministic_safe_backstop,2,valid,True,deterministic_safe_backstop,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|wait_hold_overuse_with_low_progress|under_recovery_below_floor,0.2752905508677165,0.41111109654108685,0.7718067367871603,0.7140212416648866,0.0014580920338630678,0.5083333333333333
resource_moderate,42,3,r3_c1,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,42,3,r3_c2,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,42,3,r3_feedback_refined,feedback_refined_candidate,2,valid,True,carried_forward_previous_best,,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.8244499415159225,0.004767328252394994,0.35
resource_moderate,42,3,r3_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.8244499415159225,0.004767328252394994,0.35
resource_moderate,42,3,r3_anchor,deterministic_safe_anchor,3,valid,True,deterministic_safe_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.19711028693119687,0.4263051748275757,0.797023355960846,0.6531649857759476,0.001167662193377813,0.24166666666666667
resource_moderate,42,3,r3_fixed_global_anchor,fixed_global_safety_anchor,3,valid,True,fixed_global_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|generated_not_competitive_vs_baseline_tolerance,0.19711028693119687,0.4263051748275757,0.797023355960846,0.6531649857759476,0.001167662193377813,0.24166666666666667
resource_moderate,42,3,r3_backstop,deterministic_safe_backstop,3,valid,True,deterministic_safe_backstop,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.19711028196414312,0.4263051748275757,0.797023336092631,0.6531649788220724,0.001167662193377813,0.24166666666666667
resource_moderate,43,1,r1_c1,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,43,1,r1_c2,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,43,1,r1_anchor,deterministic_safe_anchor,1,valid,True,deterministic_safe_anchor,,0.3466911071737607,0.5890894134839376,0.9139358202616373,0.8260588318109513,0.004865867644548417,0.35
resource_moderate,43,1,r1_fixed_global_anchor,fixed_global_safety_anchor,1,valid,True,fixed_global_anchor,,0.3466911071737607,0.5890894134839376,0.9139358202616373,0.8260588318109513,0.004865867644548417,0.35
resource_moderate,43,1,r1_backstop,deterministic_safe_backstop,1,valid,True,deterministic_safe_backstop,no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.19728141181667647,0.4265011250972748,0.7975497444470724,0.6534178043405214,0.0011718835681676866,0.24166666666666667
resource_moderate,43,2,r2_c1,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,43,2,r2_c2,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,43,2,r2_feedback_refined,feedback_refined_candidate,1,valid,True,carried_forward_previous_best,,0.3466911071737607,0.5890894134839376,0.9139358202616373,0.8260588318109513,0.004865867644548417,0.35
resource_moderate,43,2,r2_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.3466911071737607,0.5890894134839376,0.9139358202616373,0.8260588318109513,0.004865867644548417,0.35
resource_moderate,43,2,r2_anchor,deterministic_safe_anchor,2,valid,True,deterministic_safe_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.19711028693119687,0.4263051748275757,0.797023355960846,0.6531649857759476,0.001167662193377813,0.24166666666666667
resource_moderate,43,2,r2_fixed_global_anchor,fixed_global_safety_anchor,2,valid,True,fixed_global_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|generated_not_competitive_vs_baseline_tolerance,0.19711028693119687,0.4263051748275757,0.797023355960846,0.6531649857759476,0.001167662193377813,0.24166666666666667
resource_moderate,43,2,r2_backstop,deterministic_safe_backstop,2,valid,True,deterministic_safe_backstop,,0.34812189400196075,0.5891944567362467,0.9195714096228281,0.8280680532256762,0.00487687811255455,0.35
resource_moderate,43,3,r3_c1,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,43,3,r3_c2,generated_full_loop_candidate,3,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,43,3,r3_feedback_refined,feedback_refined_candidate,2,valid,True,carried_forward_previous_best,,0.3466911071737607,0.5890894134839376,0.9139358202616373,0.8260588318109513,0.004865867644548417,0.35
resource_moderate,43,3,r3_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.3466911071737607,0.5890894134839376,0.9139358202616373,0.8260588318109513,0.004865867644548417,0.35
resource_moderate,43,3,r3_anchor,deterministic_safe_anchor,3,valid,True,deterministic_safe_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.19728141182661058,0.4265011250972748,0.7975497444470724,0.6534178043405214,0.0011718836923440298,0.24166666666666667
resource_moderate,43,3,r3_fixed_global_anchor,fixed_global_safety_anchor,3,valid,True,fixed_global_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|generated_not_competitive_vs_baseline_tolerance,0.19728141182661058,0.4265011250972748,0.7975497444470724,0.6534178043405214,0.0011718836923440298,0.24166666666666667
resource_moderate,43,3,r3_backstop,deterministic_safe_backstop,3,valid,True,deterministic_safe_backstop,,0.3500820246736209,0.5892994999885559,0.9273271262645721,0.8308193191885949,0.004879288872083029,0.35
resource_moderate,44,1,r1_c1,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,44,1,r1_c2,generated_full_loop_candidate,1,valid,False,,resource_sustainability_collapse,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,44,1,r1_anchor,deterministic_safe_anchor,1,valid,True,deterministic_safe_anchor,no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.1971102918883165,0.4263051748275757,0.7970233758290609,0.6531649927298229,0.0011676620692014697,0.24166666666666667
resource_moderate,44,1,r1_fixed_global_anchor,fixed_global_safety_anchor,1,valid,True,fixed_global_anchor,,0.1971102918883165,0.4263051748275757,0.7970233758290609,0.6531649927298229,0.0011676620692014697,0.24166666666666667
resource_moderate,44,1,r1_backstop,deterministic_safe_backstop,1,valid,True,deterministic_safe_backstop,,0.34867744902769726,0.5891944567362467,0.9217936297257742,0.8288458302617073,0.00487687811255455,0.35
resource_moderate,44,2,r2_c1,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,44,2,r2_c2,generated_full_loop_candidate,2,valid,False,,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|resource_sustainability_collapse|not_finish_oriented_under_zero_success|generated_not_competitive_vs_baseline_tolerance,-1000000000.0,0.0,0.0,0.3,0.0,0.0
resource_moderate,44,2,r2_feedback_refined,feedback_refined_candidate,1,valid,True,carried_forward_previous_best,,0.34867744902769726,0.5891944567362467,0.9217936297257742,0.8288458302617073,0.00487687811255455,0.35
resource_moderate,44,2,r2_single_shot,single_shot_llm_candidate,1,valid,True,single_shot_reference,,0.34867744902769726,0.5891944567362467,0.9217936297257742,0.8288458302617073,0.00487687811255455,0.35
resource_moderate,44,2,r2_anchor,deterministic_safe_anchor,2,valid,True,deterministic_safe_anchor,critical_recovery_too_low_vs_reference|progress_delta_too_low_vs_reference|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|constraint_violation_not_allowed|invalid_action_not_allowed,0.1589422160983086,0.41111109654108685,0.7496305008729299,0.6112595590949059,0.001821311314900716,0.31666666666666665
