scenario,method,seed,metric,v6_value,rerun_value,diff,material_mismatch
resource_moderate,baseline_rl,42,mean_progress_delta_eval,0.0016342616743511,0.001167662193377813,-0.0004665994809732871,False
resource_moderate,baseline_rl,42,eval_success_rate,0.0,0.0,0.0,False
resource_moderate,baseline_rl,43,selection_score,0.252790109720495,0.20114606720209122,-0.051644042518403765,True
resource_moderate,baseline_rl,43,critical_load_recovery_ratio,0.6799654066562653,0.7997521261374155,0.11978671948115027,True
resource_moderate,baseline_rl,43,communication_recovery_ratio,0.5244219054778417,0.4864616394042969,-0.03796026607354486,True
resource_moderate,baseline_rl,43,power_recovery_ratio,0.5872291227181753,0.6493236819903055,0.062094559272130256,True
resource_moderate,baseline_rl,43,road_recovery_ratio,0.4130252599716186,0.4284709592660268,0.0154456992944082,False
resource_moderate,baseline_rl,43,constraint_violation_rate_eval,0.0,0.24166666666666667,0.24166666666666667,True
resource_moderate,baseline_rl,43,invalid_action_rate_eval,0.0,0.24166666666666667,0.24166666666666667,True
resource_moderate,baseline_rl,43,wait_hold_usage_eval,0.2,0.24166666666666667,0.04166666666666666,True
resource_moderate,baseline_rl,43,mean_progress_delta_eval,0.002421325776312,0.0012147143483161925,-0.0012066114279958076,False
resource_moderate,baseline_rl,43,eval_success_rate,0.0,0.0,0.0,False
resource_moderate,baseline_rl,44,selection_score,0.2101900457276238,0.20168931966026624,-0.00850072606735755,False
resource_moderate,baseline_rl,44,critical_load_recovery_ratio,0.6980911095937093,0.8006219665209452,0.10253085692723585,True
resource_moderate,baseline_rl,44,communication_recovery_ratio,0.47111110885938,0.48776842157046,0.016657312711080008,False
resource_moderate,baseline_rl,44,power_recovery_ratio,0.5853524605433146,0.6506402293841044,0.0652877688407898,True
resource_moderate,baseline_rl,44,road_recovery_ratio,0.4111110965410868,0.430086687207222,0.01897559066613519,False
resource_moderate,baseline_rl,44,constraint_violation_rate_eval,0.1333333333333333,0.24166666666666667,0.10833333333333336,True
resource_moderate,baseline_rl,44,invalid_action_rate_eval,0.1333333333333333,0.24166666666666667,0.10833333333333336,True
resource_moderate,baseline_rl,44,wait_hold_usage_eval,0.1111111111111111,0.24583333333333332,0.13472222222222222,True
resource_moderate,baseline_rl,44,mean_progress_delta_eval,0.0013964460955725,0.001247799023985863,-0.00014864707158663702,False
resource_moderate,baseline_rl,44,eval_success_rate,0.0,0.0,0.0,False
resource_moderate,full_outer_loop,42,selection_score,0.3455287645061811,,,True
resource_moderate,full_outer_loop,42,critical_load_recovery_ratio,0.9092339475949606,,,True
resource_moderate,full_outer_loop,42,communication_recovery_ratio,0.6360897521177927,,,True
resource_moderate,full_outer_loop,42,power_recovery_ratio,0.8005076150099436,,,True
resource_moderate,full_outer_loop,42,road_recovery_ratio,0.5891944567362467,,,True
resource_moderate,full_outer_loop,42,constraint_violation_rate_eval,0.0,,,True
resource_moderate,full_outer_loop,42,invalid_action_rate_eval,0.0,,,True
resource_moderate,full_outer_loop,42,wait_hold_usage_eval,0.35,,,True
resource_moderate,full_outer_loop,42,mean_progress_delta_eval,0.0047673282523949,,,True
resource_moderate,full_outer_loop,42,eval_success_rate,0.0,,,True
resource_moderate,full_outer_loop,43,selection_score,0.3466911071737607,,,True
resource_moderate,full_outer_loop,43,critical_load_recovery_ratio,0.9139358202616372,,,True
resource_moderate,full_outer_loop,43,communication_recovery_ratio,0.6359846989313761,,,True
resource_moderate,full_outer_loop,43,power_recovery_ratio,0.8157853682835897,,,True
resource_moderate,full_outer_loop,43,road_recovery_ratio,0.5890894134839376,,,True
resource_moderate,full_outer_loop,43,constraint_violation_rate_eval,0.0,,,True
resource_moderate,full_outer_loop,43,invalid_action_rate_eval,0.0,,,True
resource_moderate,full_outer_loop,43,wait_hold_usage_eval,0.35,,,True
resource_moderate,full_outer_loop,43,mean_progress_delta_eval,0.0048658676445484,,,True
resource_moderate,full_outer_loop,43,eval_success_rate,0.0,,,True
resource_moderate,full_outer_loop,44,selection_score,0.3486774490276972,,,True
resource_moderate,full_outer_loop,44,critical_load_recovery_ratio,0.9217936297257742,,,True
resource_moderate,full_outer_loop,44,communication_recovery_ratio,0.6360897521177927,,,True
resource_moderate,full_outer_loop,44,power_recovery_ratio,0.8172008792559305,,,True
resource_moderate,full_outer_loop,44,road_recovery_ratio,0.5891944567362467,,,True
resource_moderate,full_outer_loop,44,constraint_violation_rate_eval,0.0,,,True
resource_moderate,full_outer_loop,44,invalid_action_rate_eval,0.0,,,True
resource_moderate,full_outer_loop,44,wait_hold_usage_eval,0.35,,,True
resource_moderate,full_outer_loop,44,mean_progress_delta_eval,0.0048768781125545,,,True
resource_moderate,full_outer_loop,44,eval_success_rate,0.0,,,True
resource_moderate,single_shot_llm,42,selection_score,0.3455287645061811,,,True
resource_moderate,single_shot_llm,42,critical_load_recovery_ratio,0.9092339475949606,,,True
resource_moderate,single_shot_llm,42,communication_recovery_ratio,0.6360897521177927,,,True
resource_moderate,single_shot_llm,42,power_recovery_ratio,0.8005076150099436,,,True
resource_moderate,single_shot_llm,42,road_recovery_ratio,0.5891944567362467,,,True
resource_moderate,single_shot_llm,42,constraint_violation_rate_eval,0.0,,,True
resource_moderate,single_shot_llm,42,invalid_action_rate_eval,0.0,,,True
resource_moderate,single_shot_llm,42,wait_hold_usage_eval,0.35,,,True
resource_moderate,single_shot_llm,42,mean_progress_delta_eval,0.0047673282523949,,,True
resource_moderate,single_shot_llm,42,eval_success_rate,0.0,,,True
resource_moderate,single_shot_llm,43,selection_score,0.3466911071737607,,,True
resource_moderate,single_shot_llm,43,critical_load_recovery_ratio,0.9139358202616372,,,True
resource_moderate,single_shot_llm,43,communication_recovery_ratio,0.6359846989313761,,,True
resource_moderate,single_shot_llm,43,power_recovery_ratio,0.8157853682835897,,,True
resource_moderate,single_shot_llm,43,road_recovery_ratio,0.5890894134839376,,,True
resource_moderate,single_shot_llm,43,constraint_violation_rate_eval,0.0,,,True
resource_moderate,single_shot_llm,43,invalid_action_rate_eval,0.0,,,True
resource_moderate,single_shot_llm,43,wait_hold_usage_eval,0.35,,,True
resource_moderate,single_shot_llm,43,mean_progress_delta_eval,0.0048658676445484,,,True
resource_moderate,single_shot_llm,43,eval_success_rate,0.0,,,True
resource_moderate,single_shot_llm,44,selection_score,0.3486774490276972,,,True
resource_moderate,single_shot_llm,44,critical_load_recovery_ratio,0.9217936297257742,,,True
resource_moderate,single_shot_llm,44,communication_recovery_ratio,0.6360897521177927,,,True
resource_moderate,single_shot_llm,44,power_recovery_ratio,0.8172008792559305,,,True
resource_moderate,single_shot_llm,44,road_recovery_ratio,0.5891944567362467,,,True
resource_moderate,single_shot_llm,44,constraint_violation_rate_eval,0.0,,,True
resource_moderate,single_shot_llm,44,invalid_action_rate_eval,0.0,,,True
resource_moderate,single_shot_llm,44,wait_hold_usage_eval,0.35,,,True
resource_moderate,single_shot_llm,44,mean_progress_delta_eval,0.0048768781125545,,,True
resource_moderate,single_shot_llm,44,eval_success_rate,0.0,,,True
standard_severe,ablation_fixed_global,42,selection_score,0.3457951735854149,,,True
standard_severe,ablation_fixed_global,42,critical_load_recovery_ratio,0.8868164221445719,,,True
standard_severe,ablation_fixed_global,42,communication_recovery_ratio,0.6548512776692709,,,True
standard_severe,ablation_fixed_global,42,power_recovery_ratio,0.7991692026456197,,,True
standard_severe,ablation_fixed_global,42,road_recovery_ratio,0.6186127364635468,,,True
standard_severe,ablation_fixed_global,42,constraint_violation_rate_eval,0.0,,,True
standard_severe,ablation_fixed_global,42,invalid_action_rate_eval,0.0,,,True
standard_severe,ablation_fixed_global,42,wait_hold_usage_eval,0.2583333333333333,,,True
standard_severe,ablation_fixed_global,42,mean_progress_delta_eval,0.0046065094570318,,,True
standard_severe,ablation_fixed_global,42,eval_success_rate,0.0,,,True
standard_severe,ablation_fixed_global,43,selection_score,0.4750777199015961,,,True
standard_severe,ablation_fixed_global,43,critical_load_recovery_ratio,0.8675095240275065,,,True
standard_severe,ablation_fixed_global,43,communication_recovery_ratio,0.65894482533137,,,True
standard_severe,ablation_fixed_global,43,power_recovery_ratio,0.8149617910385132,,,True
standard_severe,ablation_fixed_global,43,road_recovery_ratio,0.6223797698815664,,,True
standard_severe,ablation_fixed_global,43,constraint_violation_rate_eval,0.0,,,True
standard_severe,ablation_fixed_global,43,invalid_action_rate_eval,0.0,,,True
standard_severe,ablation_fixed_global,43,wait_hold_usage_eval,0.2649572649572649,,,True
standard_severe,ablation_fixed_global,43,mean_progress_delta_eval,0.0048881448134108,,,True
standard_severe,ablation_fixed_global,43,eval_success_rate,0.3333333333333333,,,True
standard_severe,ablation_fixed_global,44,selection_score,0.478375431364721,,,True
standard_severe,ablation_fixed_global,44,critical_load_recovery_ratio,0.8768164316813151,,,True
standard_severe,ablation_fixed_global,44,communication_recovery_ratio,0.6641920606295267,,,True
standard_severe,ablation_fixed_global,44,power_recovery_ratio,0.8043163021405538,,,True
standard_severe,ablation_fixed_global,44,road_recovery_ratio,0.6272300779819489,,,True
standard_severe,ablation_fixed_global,44,constraint_violation_rate_eval,0.0,,,True
standard_severe,ablation_fixed_global,44,invalid_action_rate_eval,0.0,,,True
standard_severe,ablation_fixed_global,44,wait_hold_usage_eval,0.2649572649572649,,,True
standard_severe,ablation_fixed_global,44,mean_progress_delta_eval,0.004899681433364,,,True
standard_severe,ablation_fixed_global,44,eval_success_rate,0.3333333333333333,,,True
standard_severe,baseline_rl,42,selection_score,0.3464226125876108,0.34642261258761087,5.551115123125783e-17,False
standard_severe,baseline_rl,42,critical_load_recovery_ratio,0.8928419947624207,0.8928419947624207,0.0,False
standard_severe,baseline_rl,42,communication_recovery_ratio,0.6501415967941284,0.6501415967941284,0.0,False
standard_severe,baseline_rl,42,power_recovery_ratio,0.8104100525379181,0.8104100525379181,0.0,False
standard_severe,baseline_rl,42,road_recovery_ratio,0.6142180860042572,0.6142180860042572,0.0,False
standard_severe,baseline_rl,42,constraint_violation_rate_eval,0.0,0.0,0.0,False
standard_severe,baseline_rl,42,invalid_action_rate_eval,0.0,0.0,0.0,False
standard_severe,baseline_rl,42,wait_hold_usage_eval,0.2583333333333333,0.25833333333333336,5.551115123125783e-17,False
standard_severe,baseline_rl,42,mean_progress_delta_eval,0.0046062087019284,0.004606208701928457,5.724587470723463e-17,False
standard_severe,baseline_rl,42,eval_success_rate,0.0,0.0,0.0,False
standard_severe,baseline_rl,43,selection_score,0.2499966722897121,0.2499966722897121,0.0,False
standard_severe,baseline_rl,43,critical_load_recovery_ratio,0.7816263536612192,0.7816263536612192,0.0,False
standard_severe,baseline_rl,43,communication_recovery_ratio,0.5649993320306143,0.5649993320306143,0.0,False
standard_severe,baseline_rl,43,power_recovery_ratio,0.8224928577740988,0.8224928577740988,0.0,False
standard_severe,baseline_rl,43,road_recovery_ratio,0.523142029841741,0.523142029841741,0.0,False
standard_severe,baseline_rl,43,constraint_violation_rate_eval,0.2416666666666666,0.24166666666666667,5.551115123125783e-17,False
standard_severe,baseline_rl,43,invalid_action_rate_eval,0.2416666666666666,0.24166666666666667,5.551115123125783e-17,False
standard_severe,baseline_rl,43,wait_hold_usage_eval,0.2416666666666666,0.24166666666666667,5.551115123125783e-17,False
standard_severe,baseline_rl,43,mean_progress_delta_eval,0.0032412119209766,0.003241211920976639,3.903127820947816e-17,False
standard_severe,baseline_rl,43,eval_success_rate,0.0,0.0,0.0,False
standard_severe,baseline_rl,44,selection_score,0.3434661169846852,0.34346611698468527,5.551115123125783e-17,False
standard_severe,baseline_rl,44,critical_load_recovery_ratio,0.8740386366844177,0.8740386366844177,0.0,False
standard_severe,baseline_rl,44,communication_recovery_ratio,0.659491499265035,0.659491499265035,0.0,False
standard_severe,baseline_rl,44,power_recovery_ratio,0.7995838125546774,0.7995838125546774,0.0,False
standard_severe,baseline_rl,44,road_recovery_ratio,0.6229095359643301,0.6229095359643301,0.0,False
standard_severe,baseline_rl,44,constraint_violation_rate_eval,0.0,0.0,0.0,False
standard_severe,baseline_rl,44,invalid_action_rate_eval,0.0,0.0,0.0,False
standard_severe,baseline_rl,44,wait_hold_usage_eval,0.2666666666666666,0.26666666666666666,5.551115123125783e-17,False
standard_severe,baseline_rl,44,mean_progress_delta_eval,0.0046818827589352,0.004681882758935292,9.194034422677078e-17,False
standard_severe,baseline_rl,44,eval_success_rate,0.0,0.0,0.0,False
standard_severe,full_outer_loop,42,selection_score,0.3394684397975603,,,True
standard_severe,full_outer_loop,42,critical_load_recovery_ratio,0.8615386585394541,,,True
standard_severe,full_outer_loop,42,communication_recovery_ratio,0.6548512776692709,,,True
standard_severe,full_outer_loop,42,power_recovery_ratio,0.7852780620257059,,,True
standard_severe,full_outer_loop,42,road_recovery_ratio,0.6186127364635468,,,True
standard_severe,full_outer_loop,42,constraint_violation_rate_eval,0.0,,,True
standard_severe,full_outer_loop,42,invalid_action_rate_eval,0.0,,,True
standard_severe,full_outer_loop,42,wait_hold_usage_eval,0.2583333333333333,,,True
standard_severe,full_outer_loop,42,mean_progress_delta_eval,0.0045153483748435,,,True
standard_severe,full_outer_loop,42,eval_success_rate,0.0,,,True
standard_severe,full_outer_loop,43,selection_score,0.4750777199015961,,,True
standard_severe,full_outer_loop,43,critical_load_recovery_ratio,0.8675095240275065,,,True
standard_severe,full_outer_loop,43,communication_recovery_ratio,0.65894482533137,,,True
standard_severe,full_outer_loop,43,power_recovery_ratio,0.8149617910385132,,,True
standard_severe,full_outer_loop,43,road_recovery_ratio,0.6223797698815664,,,True
standard_severe,full_outer_loop,43,constraint_violation_rate_eval,0.0,,,True
standard_severe,full_outer_loop,43,invalid_action_rate_eval,0.0,,,True
standard_severe,full_outer_loop,43,wait_hold_usage_eval,0.2649572649572649,,,True
standard_severe,full_outer_loop,43,mean_progress_delta_eval,0.0048881448134108,,,True
standard_severe,full_outer_loop,43,eval_success_rate,0.3333333333333333,,,True
standard_severe,full_outer_loop,44,selection_score,0.4425514642968488,,,True
standard_severe,full_outer_loop,44,critical_load_recovery_ratio,0.8764612674713135,,,True
standard_severe,full_outer_loop,44,communication_recovery_ratio,0.6775391399860382,,,True
standard_severe,full_outer_loop,44,power_recovery_ratio,0.805474986632665,,,True
standard_severe,full_outer_loop,44,road_recovery_ratio,0.616388072570165,,,True
standard_severe,full_outer_loop,44,constraint_violation_rate_eval,0.0,,,True
standard_severe,full_outer_loop,44,invalid_action_rate_eval,0.0,,,True
standard_severe,full_outer_loop,44,wait_hold_usage_eval,0.2669491525423729,,,True
standard_severe,full_outer_loop,44,mean_progress_delta_eval,0.0048552246557341,,,True
standard_severe,full_outer_loop,44,eval_success_rate,0.1666666666666666,,,True
standard_severe,single_shot_llm,42,selection_score,0.3394684397975603,,,True
standard_severe,single_shot_llm,42,critical_load_recovery_ratio,0.8615386585394541,,,True
standard_severe,single_shot_llm,42,communication_recovery_ratio,0.6548512776692709,,,True
standard_severe,single_shot_llm,42,power_recovery_ratio,0.7852780620257059,,,True
standard_severe,single_shot_llm,42,road_recovery_ratio,0.6186127364635468,,,True
standard_severe,single_shot_llm,42,constraint_violation_rate_eval,0.0,,,True
standard_severe,single_shot_llm,42,invalid_action_rate_eval,0.0,,,True
standard_severe,single_shot_llm,42,wait_hold_usage_eval,0.2583333333333333,,,True
standard_severe,single_shot_llm,42,mean_progress_delta_eval,0.0045153483748435,,,True
standard_severe,single_shot_llm,42,eval_success_rate,0.0,,,True
standard_severe,single_shot_llm,43,selection_score,0.4750777199015961,,,True
standard_severe,single_shot_llm,43,critical_load_recovery_ratio,0.8675095240275065,,,True
standard_severe,single_shot_llm,43,communication_recovery_ratio,0.65894482533137,,,True
standard_severe,single_shot_llm,43,power_recovery_ratio,0.8149617910385132,,,True
standard_severe,single_shot_llm,43,road_recovery_ratio,0.6223797698815664,,,True
standard_severe,single_shot_llm,43,constraint_violation_rate_eval,0.0,,,True
standard_severe,single_shot_llm,43,invalid_action_rate_eval,0.0,,,True
standard_severe,single_shot_llm,43,wait_hold_usage_eval,0.2649572649572649,,,True
standard_severe,single_shot_llm,43,mean_progress_delta_eval,0.0048881448134108,,,True
standard_severe,single_shot_llm,43,eval_success_rate,0.3333333333333333,,,True
standard_severe,single_shot_llm,44,selection_score,0.4425514642968488,,,True
standard_severe,single_shot_llm,44,critical_load_recovery_ratio,0.8764612674713135,,,True
standard_severe,single_shot_llm,44,communication_recovery_ratio,0.6775391399860382,,,True
standard_severe,single_shot_llm,44,power_recovery_ratio,0.805474986632665,,,True
standard_severe,single_shot_llm,44,road_recovery_ratio,0.616388072570165,,,True
standard_severe,single_shot_llm,44,constraint_violation_rate_eval,0.0,,,True
standard_severe,single_shot_llm,44,invalid_action_rate_eval,0.0,,,True
standard_severe,single_shot_llm,44,wait_hold_usage_eval,0.2669491525423729,,,True
standard_severe,single_shot_llm,44,mean_progress_delta_eval,0.0048552246557341,,,True
standard_severe,single_shot_llm,44,eval_success_rate,0.1666666666666666,,,True
